 [1,  3107.6680784225464,  40,  -419] 
 [2,  514.0890121459961,  0,  -615] 
 [3,  429.26432514190674,  0,  -553] 
 [4,  1670.7892894744873,  42,  -354] 
 [5,  120.81091785430908,  0,  -497] 
 [6,  1801.8819875717163,  24,  -589] 
 [7,  398.418984413147,  0,  -633] 
 [8,  709.4428367614746,  0,  -732] 
 [9,  1958.6791362762451,  41,  -541] 
 [10,  223.6287202835083,  0,  -729] 
 [11,  393.278094291687,  0,  -716] 
 [12,  69.40201663970947,  0,  -815] 
 [13,  688.8792762756348,  0,  -592] 
 [14,  1280.0816402435303,  25,  -508] 
 [15,  118.2404727935791,  0,  -789] 
 [16,  1539.6965913772583,  13,  -490] 
 [17,  1657.9370641708374,  0,  -619] 
 [18,  341.8691930770874,  0,  -668] 
 [19,  457.5392208099365,  0,  -602] 
 [20,  431.8347702026367,  0,  -631] 
 [21,  1220.9614038467407,  57,  -461] 
 [22,  521.800347328186,  54,  -399] 
 [23,  89.96557712554932,  0,  -642] 
